sol.name	symbol	entrez	transcript
SLC30A9_1_0111	SLC30A9	10463	NM_006345.3
SLC31A1_1_11001	SLC31A1	1317	NM_001859.3
SLC33A1_1_00111	SLC33A1	9197	NM_001190992.1;NM_004733.3
SLC34A1_1_11101	SLC34A1	6569	NM_001167579.1;NM_003052.4
SLC34A2_1_00110	SLC34A2	10568	NM_001177998.1;NM_001177999.1;NM_006424.2
SLC34A3_1_11011	SLC34A3	142680	NM_001177316.1;NM_001177317.1;NM_080877.2
SLC35A4_1_11010	SLC35A4	113829	NM_080670.2
SLC35B1_1_11111	SLC35B1	10237	NM_005827.1
SLC35B4_1_11011	SLC35B4	84912	NM_032826.4
SLC35C2_1_11111	SLC35C2	51006	NM_015945.10;NM_173073.2;NM_173179.2
SLC35E1_1_1101011	SLC35E1	79939	NM_024881.4
SLC35E2B_1_01011	SLC35E2B	728661	NM_001110781.1
SLC35E4_1_1011	SLC35E4	339665	NM_001001479.2
SLC35F2_1_11110	SLC35F2	54733	NM_017515.4
SLC36A1_1_1101	SLC36A1	206358	NM_078483.2
SLC36A2_1_01010	SLC36A2	153201	NM_181776.2
SLC36A2_2_10101	SLC36A2	153201	NM_181776.2
SLC37A1_1_1111	SLC37A1	54020	NM_018964.3
SLC37A2_1_1101	SLC37A2	219855	NM_001145290.1;NM_198277.2
SLC39A10_1_11110	SLC39A10	57181	NM_001127257.1;NM_020342.2
SLC39A12_1_00011	SLC39A12	221074	NM_001145195.1;NM_152725.3
SLC39A13_1_111	SLC39A13	91252	NM_001128225.2;NM_152264.4
SLC39A1_1_1001	SLC39A1	27173	NM_014437.3
SLC39A4_1_01110	SLC39A4	55630	NM_017767.2;NM_130849.2
SLC39A4_2_10001	SLC39A4	55630	NM_017767.2;NM_130849.2
SLC39A5_1_0111	SLC39A5	283375	NM_001135195.1;NM_173596.2
SLC39A7_1_10111	SLC39A7	7922	NM_001077516.1;NM_006979.2
SLC3A2_1_11111	SLC3A2	6520	NM_001012662.2;NM_001012664.2;NM_001013251.2;NM_002394.5;NR_037193.1;NR_037193.1;NR_037193.1;NR_037193.1
SLC41A1_1_1111	SLC41A1	254428	NM_173854.4
SLC45A2_1_10101	SLC45A2	51151	NM_001012509.2;NM_016180.3
SLC4A1_1_1011	SLC4A1	6521	NM_000342.3
SLC4A2_1_1110	SLC4A2	6522	NM_001199692.1;NM_001199693.1;NM_001199694.1;NM_003040.3
SLC4A5_1_11011	SLC4A5	57835	NM_021196.3;NM_133478.2
SLC4A7_1_11111	SLC4A7	9497	NM_003615.3
SLC4A8_1_1101	SLC4A8	9498	NM_001039960.1;NM_004858.2
SLC4A9_1_1101	SLC4A9	83697	NM_031467.2
SLC5A11_1_1110	SLC5A11	115584	NM_052944.2
SLC5A3_1_00111	SLC5A3	6526	NM_006933.4
SLC5A9_1_01100	SLC5A9	200010	NM_001011547.2;NM_001135181.1
SLC6A10P_1_1111	SLC6A10P	386757	NR_003083.2
SLC6A16_1_10111	SLC6A16	28968	NM_014037.2
SLC6A18_1_11110	SLC6A18	348932	NM_182632.2
SLC6A20_1_00110	SLC6A20	54716	NM_020208.3;NM_022405.3
SLC6A4_1_0011	SLC6A4	6532	NM_001045.4
SLC6A7_1_1101	SLC6A7	6534	NM_014228.3
SLC6A8_1_1011111	SLC6A8	6535	NM_001142805.1;NM_001142806.1;NM_005629.3
SLC6A9_1_11000	SLC6A9	6536	NM_001024845.1;NM_006934.2;NM_201649.2
SLC7A10_1_10111	SLC7A10	56301	NM_019849.2
SLC7A1_1_0101	SLC7A1	6541	NM_003045.4
SLC7A2_1_1101	SLC7A2	6542	NM_001008539.3;NM_001164771.1;NM_003046.5
SLC7A5_1_10000010	SLC7A5	8140	NM_003486.5
SLC7A5_2_01010000	SLC7A5	8140	NM_003486.5
SLC7A5_3_00100101	SLC7A5	8140	NM_003486.5
SLC9A2_1_111	SLC9A2	6549	NM_003048.3
SLC9A3R2_1_1111	SLC9A3R2	9351	NM_001130012.2;NM_001252073.1;NM_001252075.1;NM_001252076.1;NM_004785.5
SLC9A5_1_1111	SLC9A5	6553	NM_004594.2
SLC9A8_1_00011	SLC9A8	23315	NM_015266.1
SLC9A8_2_10100	SLC9A8	23315	NM_015266.1
SLCO1B1_1_010010	SLCO1B1	10599	NM_006446.4
SLCO1B7_1_0110	SLCO1B7	338821	NM_001009562.4
SLCO2A1_1_11110	SLCO2A1	6578	NM_005630.2
SLCO4A1_1_10110	SLCO4A1	28231	NM_016354.3
SLIT2_1_0011	SLIT2	9353	NM_004787.1
SLITRK4_1_10110	SLITRK4	139065	NM_001184749.1;NM_001184750.1;NM_173078.3
SLITRK5_1_1101	SLITRK5	26050	NM_015567.1
SLK_1_01011	SLK	9748	NM_014720.2
SLU7_1_10111	SLU7	10569	NM_006425.4
SLX1A-SULT1A3_1_00101000	SLX1A-SULT1A3	100526830	NR_037608.1
SLX1B-SULT1A4_1_00101000	SLX1B-SULT1A4	100526831	NR_037609.1
SMA4_1_011110110	SMA4	11039	NR_029426.1
SMA5_1_011110110	SMA5	11042	NR_034021.1
SMAD2_1_1100100	SMAD2	4087	NM_001003652.2;NM_001135937.1;NM_005901.4
SMAD4_1_1011111	SMAD4	4089	NM_005359.5
SMAD5_1_1100000	SMAD5	4090	NM_001001419.1;NM_001001420.1;NM_005903.5
SMAD5_2_0011111	SMAD5	4090	NM_001001419.1;NM_001001420.1;NM_005903.5
SMAD9_1_10111	SMAD9	4093	NM_001127217.2;NM_005905.5
SMARCA1_1_11111	SMARCA1	6594	NM_003069.3;NM_139035.2
SMARCA4_1_01111	SMARCA4	6597	NM_001128844.1;NM_001128845.1;NM_001128846.1;NM_001128847.1;NM_001128848.1;NM_001128849.1;NM_003072.3
SMARCA5_1_11110	SMARCA5	8467	NM_003601.3
SMARCB1_1_0111111	SMARCB1	6598	NM_001007468.1;NM_003073.3
SMARCC1_1_11111	SMARCC1	6599	NM_003074.3
SMARCE1_1_01100	SMARCE1	6605	NM_003079.4
SMC1A_1_01011	SMC1A	8243	NM_006306.2
SMC2_1_00111	SMC2	10592	NM_001042550.1;NM_001042551.1;NM_006444.2
SMC2_2_11000	SMC2	10592	NM_001042550.1;NM_001042551.1;NM_006444.2
SMG1_1_1111111	SMG1	23049	NM_015092.4
SMG6_1_111101	SMG6	23293	NM_001170957.1;NM_001256827.1;NM_001256828.1;NM_017575.4;NR_046385.1
SMPD1_1_1101	SMPD1	6609	NM_000543.4;NM_001007593.2
SMPD3_1_11101	SMPD3	55512	NM_018667.3
SMPDL3A_1_10101	SMPDL3A	10924	NM_006714.3
SMPDL3B_1_10101	SMPDL3B	27293	NM_001009568.1;NM_014474.2
SMS_1_11111	SMS	6611	NM_004595.3
SMU1_1_01110	SMU1	55234	NM_018225.2
SNAPC1_1_11110	SNAPC1	6617	NM_003082.3
SNAPC2_1_11111	SNAPC2	6618	NM_003083.3;NR_030717.1
SNAPC3_1_11101	SNAPC3	6619	NM_001039697.1
SNAPC4_1_11111	SNAPC4	6621	NM_003086.2
SNAPIN_1_10100	SNAPIN	23557	NM_012437.4
SNRNP200_1_11100	SNRNP200	23020	NM_014014.4
SNRNP200_2_00011	SNRNP200	23020	NM_014014.4
SNRNP27_1_1100	SNRNP27	11017	NM_006857.2;NR_037862.1
SNRNP70_1_11111	SNRNP70	6625	NM_003089.4
SNRPA1_1_11101	SNRPA1	6627	NM_003090.2
SNRPA_1_11011	SNRPA	6626	NM_004596.4
SNRPB2_1_11111	SNRPB2	6629	NM_003092.4;NM_198220.2
SNRPB_1_111011	SNRPB	6628	NM_003091.3;NM_198216.1
SNRPC_1_11111	SNRPC	6631	NM_003093.2;NR_029472.1
SNRPD1_1_1100	SNRPD1	6632	NM_006938.2
SNRPD2_1_1111	SNRPD2	6633	NM_004597.5;NM_177542.2
SNRPE_1_11011	SNRPE	6635	NM_003094.2
SNRPF_1_01110	SNRPF	6636	NM_003095.2
SNRPG_1_11001	SNRPG	6637	NM_003096.2
SNTB1_1_01101	SNTB1	6641	NM_021021.3
SNTB2_1_1011	SNTB2	6645	NM_006750.3
SNW1_1_10101	SNW1	22938	NM_012245.2
SNX15_1_1110	SNX15	29907	NM_013306.4;NM_147777.3
SNX1_1_11111	SNX1	6642	NM_001242933.1;NM_003099.4;NM_148955.3
SNX29_1_1110	SNX29	92017	NM_032167.3
SNX2_1_0110	SNX2	6643	NM_003100.2
SOAT2_1_10101	SOAT2	8435	NM_003578.3
SOCS4_1_1100	SOCS4	122809	NM_080867.2;NM_199421.1
SOCS6_1_11011	SOCS6	9306	NM_004232.3
SOD1_1_010110	SOD1	6647	NM_000454.4
SOD3_1_1111	SOD3	6649	NM_003102.2
SOHLH1_1_1111	SOHLH1	402381	NM_001012415.2;NM_001101677.1
SOHLH2_1_1011	SOHLH2	54937	NM_017826.2
SOLH_1_01111	SOLH	6650	NM_005632.2
SON_1_11100	SON	6651	NM_138927.1;NM_032195.1;NM_032195.1
SORBS1_1_1111	SORBS1	10580	NM_001034954.1;NM_001034955.1;NM_001034956.1;NM_001034957.1;NM_006434.2;NM_015385.2;NM_024991.1
SORCS2_1_11111	SORCS2	57537	NM_020777.2
SORCS3_1_00111	SORCS3	22986	NM_014978.1
SORD_1_11101	SORD	6652	NM_003104.5;NR_034039.1
SOS1_1_01101	SOS1	6654	NM_005633.3
SOS2_1_11110	SOS2	6655	NM_006939.2
SOX10_1_10101	SOX10	6663	NM_006941.3
SOX14_1_1100	SOX14	8403	NM_004189.3
SOX18_1_1100	SOX18	54345	NM_018419.2
SOX30_1_01010	SOX30	11063	NM_007017.2;NM_178424.1
SOX4_1_00011	SOX4	6659	NM_003107.2
SOX5_1_1110	SOX5	6660	NM_006940.4;NM_152989.2;NM_178010.1
SOX6_1_0111	SOX6	55553	NM_001145811.1;NM_001145819.1;NM_017508.2;NM_033326.3
SOX7_1_001101	SOX7	83595	NM_031439.2
SOX9_1_11111	SOX9	6662	NM_000346.3
SP1_1_1111	SP1	6667	NM_001251825.1;NM_003109.1;NM_138473.2
SP2_1_1111	SP2	6668	NM_003110.5
SP3_1_11111	SP3	6670	NM_001017371.4;NM_001172712.1;NM_003111.4
SP4_1_1011	SP4	6671	NM_003112.3
SP5_1_01110	SP5	389058	NM_001003845.2
SP7_1_11111	SP7	121340	NM_001173467.1;NM_152860.1
SP8_1_11111	SP8	221833	NM_182700.4;NM_198956.2
SPARC_1_1010	SPARC	6678	NM_003118.3
SPATA8_1_00111	SPATA8	145946	NM_173499.3
SPATS2L_1_10010	SPATS2L	26010	NM_001100422.1;NM_001100423.1;NM_001100424.1;NM_015535.2
SPCS2_1_10111	SPCS2	9789	NM_014752.2
SPDEF_1_10110	SPDEF	25803	NM_001252294.1;NM_012391.2
SPEN_1_11001	SPEN	23013	NM_015001.2
SPHK1_1_10111	SPHK1	8877	NM_001142601.1;NM_001142602.1;NM_021972.3;NM_182965.2
SPI1_1_11111	SPI1	6688	NM_001080547.1;NM_003120.2
SPIB_1_11000010	SPIB	6689	NM_001243998.1;NM_001243999.1;NM_001244000.1;NM_003121.4
SPIB_2_00111101	SPIB	6689	NM_001243998.1;NM_001243999.1;NM_001244000.1;NM_003121.4
SPINK1_1_01101	SPINK1	6690	NM_003122.3
SPINK2_1_1100	SPINK2	6691	NM_021114.2
SPINK4_1_11011	SPINK4	27290	NM_014471.1
SPINK6_1_11111	SPINK6	404203	NM_001195290.1;NM_205841.3
SPINLW1_1_011001	SPINLW1	57119	NM_020398.3
SPINLW1_2_100010	SPINLW1	57119	NM_020398.3
SPNS1_1_10011	SPNS1	83985	NM_001142448.1;NM_001142450.1;NM_032038.2;NM_001142449.1;NM_001142451.1
SPN_1_111	SPN	6693	NM_001030288.1;NM_003123.3
SPOCK1_1_01011	SPOCK1	6695	NM_004598.3
SPOCK3_1_10100	SPOCK3	50859	NM_001040159.1;NM_001204352.1;NM_001204353.1;NM_001204354.1;NM_001204355.1;NM_001204356.1;NM_001251967.1;NM_016950.2;NM_001204358.1
SPPL2A_1_10011	SPPL2A	84888	NM_032802.3
SPRED2_1_111	SPRED2	200734	NM_001128210.1;NM_181784.2
SPRY4_1_11111	SPRY4	81848	NM_001127496.1;NM_030964.3
SPRYD5_1_110001	SPRYD5	84767	NM_032681.3
SPRYD7_1_1010000	SPRYD7	57213	NM_001127482.1;NM_020456.2;NR_023351.1
SPRYD7_2_0100110	SPRYD7	57213	NM_001127482.1;NM_020456.2;NR_023351.1;NR_023351.1
SPR_1_10101	SPR	6697	NM_003124.4
SPSB1_1_10011	SPSB1	80176	NM_025106.3
SPTAN1_1_11111	SPTAN1	6709	NM_001130438.2;NM_001195532.1;NM_003127.3
SPTBN4_1_111	SPTBN4	57731	NM_020971.2
SPTLC1_1_001010	SPTLC1	10558	NM_006415.2
SPTLC2_1_000101	SPTLC2	9517	NM_004863.3
SPTLC2_2_110010	SPTLC2	9517	NM_004863.3
SQRDL_1_1111	SQRDL	58472	NM_021199.2
SRBD1_1_00111	SRBD1	55133	NM_018079.4
SRBD1_2_11000	SRBD1	55133	NM_018079.4
SRCAP_1_10111	SRCAP	10847	NM_006662.2
SRCRB4D_1_1111	SRCRB4D	136853	NM_080744.1
SRD5A1_1_1111	SRD5A1	6715	NM_001047.2
SREBF1_1_11111	SREBF1	6720	NM_001005291.2;NM_004176.4
SREBF2_1_11111	SREBF2	6721	NM_004599.2
SRGAP2_1_01111	SRGAP2	23380	NM_001042758.1;NM_001170637.1;NM_015326.2
SRGAP3_1_01100	SRGAP3	9901	NM_001033117.1;NM_014850.2
SRI_1_00110	SRI	6717	NM_001256891.1;NM_001256892.1;NM_003130.3;NM_198901.1
SRM_1_111	SRM	6723	NM_003132.2
SRP19_1_000011	SRP19	6728	NM_001204193.1;NM_001204194.1;NM_001204196.1;NM_003135.2;NM_001204199.1
SRP9_1_10001	SRP9	6726	NM_001130440.1;NM_003133.5
SRPK1_1_11111	SRPK1	6732	NM_003137.4;NR_034069.1
SRPRB_1_1101	SRPRB	58477	NM_021203.3
SRPR_1_1010	SRPR	6734	NM_003139.3;NM_001177842.1
SRRM1_1_011	SRRM1	10250	NM_005839.3
SRRM2_1_110	SRRM2	23524	NM_016333.3
SRRT_1_00110	SRRT	51593	NM_001128852.1;NM_001128853.1;NM_001128854.1;NM_015908.5
SRSF10_1_110000	SRSF10	10772	NM_001191005.1;NM_054016.2
SRSF1_1_1110	SRSF1	6426	NM_001078166.1;NM_006924.4;NR_034041.1
SRSF2_1_11111111010	SRSF2	6427	NM_001195427.1;NM_003016.4;NR_036608.1
SRSF3_1_10011	SRSF3	6428	NM_003017.4;NR_036610.1
SRSF4_1_11111	SRSF4	6429	NM_005626.4
SRSF7_1_1011	SRSF7	6432	NM_001031684.2;NM_001195446.1
SRSF8_1_110011	SRSF8	10929	NM_032102.2
SRY_1_1100	SRY	6736	NM_003140.1
SSBP2_1_01110	SSBP2	23635	NM_001256732.1;NM_001256733.1;NM_001256734.1;NM_001256735.1;NM_001256736.1;NM_012446.3
SSBP4_1_111	SSBP4	170463	NM_001009998.3;NM_032627.4
SSB_1_01111	SSB	6741	NM_003142.4
SSH3_1_111	SSH3	54961	NM_017857.3
SSRP1_1_01011	SSRP1	6749	NM_003146.2
SSTR1_1_11111	SSTR1	6751	NM_001049.2
SSTR2_1_111000	SSTR2	6752	NM_001050.2
SSTR2_2_000111	SSTR2	6752	NM_001050.2
SSX1_1_11111101	SSX1	6756	NM_005635.2
SSX2B_1_11111011	SSX2B	727837	NM_001164417.1
SSX2_1_1111110111	SSX2	6757	NM_003147.4;NM_175698.1;NM_175698.1;NM_175698.1;NM_175698.1;NM_175698.1;NM_175698.1;NM_175698.1
SSX3_1_001111011	SSX3	10214	NM_021014.2;NM_175711.1
SSX4B_1_00110001	SSX4B	548313	NM_001034832.3;NM_001040612.2
SSX4_1_00110001	SSX4	6759	NM_005636.3;NM_175729.1
SSX5_1_1101	SSX5	6758	NM_021015.3;NM_175723.1
SSX6_1_11111011	SSX6	280657	NR_028366.1
SSX7_1_111011	SSX7	280658	NM_173358.2
SSX8_1_11110011001	SSX8	280659	NR_027250.1
ST13P4_1_10001	ST13P4	145165	NR_002183.1
ST13_1_11110111	ST13	6767	NM_003932.3
ST3GAL1_1_00101	ST3GAL1	6482	NM_003033.3;NM_173344.2
ST3GAL3_1_11111	ST3GAL3	6487	NM_006279.2;NM_174963.2;NM_174964.1;NM_174965.1;NM_174966.1;NM_174967.1;NM_174968.2;NM_174969.1;NM_174970.1;NM_174971.2
ST3GAL5_1_111	ST3GAL5	8869	NM_001042437.1;NM_003896.3
ST6GALNAC2_1_11111	ST6GALNAC2	10610	NM_006456.2
ST6GALNAC4_1_1111	ST6GALNAC4	27090	NM_175039.3;NM_175040.3
ST6GALNAC6_1_01011	ST6GALNAC6	30815	NM_013443.3
ST7_1_10010	ST7	7982	NM_018412.3;NM_021908.2
ST8SIA1_1_01010	ST8SIA1	6489	NM_003034.3
ST8SIA2_1_11001	ST8SIA2	8128	NM_006011.3
ST8SIA6_1_11010	ST8SIA6	338596	NM_001004470.1
STAMBPL1_1_11101	STAMBPL1	57559	NM_020799.3
STARD8_1_01010	STARD8	9754	NM_001142503.2;NM_001142504.2;NM_014725.4
STAT3_1_011101	STAT3	6774	NM_003150.3;NM_139276.2;NM_213662.1
STAT5A_1_00111	STAT5A	6776	NM_003152.3
STAT5B_1_11100	STAT5B	6777	NM_012448.3
STAT6_1_11001	STAT6	6778	NM_001178078.1;NM_001178079.1;NM_001178080.1;NM_001178081.1;NM_003153.4;NR_033659.1
STEAP3_1_01101	STEAP3	55240	NM_001008410.1;NM_018234.2;NM_182915.2
STIL_1_01111	STIL	6491	NM_001048166.1;NM_003035.2
STK17A_1_1111	STK17A	9263	NM_004760.2
STK17B_1_01101110	STK17B	9262	NM_004226.3
STK19_1_01110	STK19	8859	NM_004197.1;NM_032454.1;NR_026717.1
STK32A_1_10110	STK32A	202374	NM_001112724.1;NM_145001.3
STK32C_1_1110	STK32C	282974	NM_173575.2
STK35_1_00110	STK35	140901	NM_080836.3
STK38L_1_1011	STK38L	23012	NM_015000.3
STK3_1_10101	STK3	6788	NM_001256312.1;NM_001256313.1;NM_006281.3
STON1-GTF2A1L_1_0000111000	STON1-GTF2A1L	286749	NM_001198593.1;NM_001198594.1;NM_172311.2
STON1-GTF2A1L_2_1010000101	STON1-GTF2A1L	286749	NM_001198593.1;NM_001198594.1;NM_172311.2
STON1_1_0111	STON1	11037	NM_001198595.1;NM_006873.3
STON2_1_1100000	STON2	85439	NM_033104.3
STRADA_1_01001	STRADA	92335	NM_001003786.2;NM_001003787.2;NM_001003788.2;NM_001165969.1;NM_001165970.1;NM_153335.5
STRN3_1_0111	STRN3	29966	NM_001083893.1;NM_014574.3
STRN4_1_10011	STRN4	29888	NM_001039877.1;NM_013403.2
STRN_1_11111	STRN	6801	NM_003162.3
STS_1_10111	STS	412	NM_000351.4
STX12_1_01101	STX12	23673	NM_177424.2
STX17_1_1111	STX17	55014	NM_017919.2
STX19_1_10011	STX19	415117	NM_001001850.2
STX1B_1_1001	STX1B	112755	NM_052874.3
STX4_1_00011	STX4	6810	NM_004604.3
STX5_1_01100	STX5	6811	NM_001244666.1;NM_003164.4
STX5_2_10011	STX5	6811	NM_001244666.1;NM_003164.4
STX6_1_01011	STX6	10228	NM_005819.4
STYX_1_11110	STYX	6815	NM_001130701.1;NM_145251.3
SUB1_1_0011	SUB1	10923	NM_006713.3
SUCLG2_1_111100	SUCLG2	8801	NM_001177599.1;NM_003848.3
SUGT1_1_11010	SUGT1	10910	NM_001130912.1;NM_006704.3
SULF1_1_1101	SULF1	23213	NM_001128204.1;NM_001128205.1;NM_001128206.1;NM_015170.2
SULT1A1_1_1110100100	SULT1A1	6817	NM_001055.3;NM_177529.2;NM_177530.2;NM_177534.2;NM_177536.3
SULT1A1_2_0001011001	SULT1A1	6817	NM_001055.3;NM_177529.2;NM_177530.2;NM_177534.2;NM_177536.3;NM_177536.3
SULT1A3_1_00101000	SULT1A3	6818	NM_177552.3
SULT1A4_1_00101000	SULT1A4	445329	NM_001017390.2
SULT1C2_1_01011	SULT1C2	6819	NM_001056.3;NM_176825.2
SULT1C4_1_01011	SULT1C4	27233	NM_006588.2
SULT2A1_1_10110	SULT2A1	6822	NM_003167.3
SULT4A1_1_0011	SULT4A1	25830	NM_014351.3
SUMO2_1_111	SUMO2	6613	NM_006937.3
SUOX_1_11010	SUOX	6821	NM_000456.2;NM_001032386.1;NM_001032387.1
SUOX_2_00101	SUOX	6821	NM_000456.2;NM_001032386.1;NM_001032387.1
SUPT16H_1_1101	SUPT16H	11198	NM_007192.3
SUPT5H_1_1001	SUPT5H	6829	NM_001111020.2;NM_001130824.1;NM_001130825.1;NM_003169.3
SUPT6H_1_1101	SUPT6H	6830	NM_003170.3
SUPV3L1_1_01111	SUPV3L1	6832	NM_003171.3
SUZ12_1_00111	SUZ12	23512	NM_015355.2
SV2B_1_11111	SV2B	9899	NM_001167580.1;NM_014848.4
SYCP2L_1_1110	SYCP2L	221711	NM_001040274.2
SYNCRIP_1_1111	SYNCRIP	10492	NM_001159673.1;NM_001159674.1;NM_001159675.1;NM_001159676.1;NM_001159677.1;NM_001253771.1;NM_006372.4
SYNJ2_1_11110	SYNJ2	8871	NM_001178088.1;NM_003898.3
SYNPR_1_0111	SYNPR	132204	NM_001130003.1;NM_144642.4
SYNRG_1_1101	SYNRG	11276	NM_001163544.1;NM_001163545.1;NM_001163546.1;NM_007247.4;NM_080550.3;NM_198882.1;NM_001163547.1;NM_001163547.1
SYT10_1_10100	SYT10	341359	NM_198992.3
SYT11_1_10011	SYT11	23208	NM_152280.4
SYT13_1_10101	SYT13	57586	NM_001247987.1;NM_020826.2
SYT15_1_1100	SYT15	83849	NM_031912.4;NM_181519.2
SYT15_2_0011	SYT15	83849	NM_031912.4;NM_181519.2
SYT1_1_10011	SYT1	6857	NM_001135805.1;NM_001135806.1;NM_005639.2
SYT3_1_01100	SYT3	84258	NM_001160328.1;NM_001160329.1;NM_032298.2
SYT4_1_0011	SYT4	6860	NM_020783.3
SYT7_1_1111	SYT7	9066	NM_001252065.1;NM_004200.3
SYT9_1_1010	SYT9	143425	NM_175733.3
SYTL2_1_0101	SYTL2	54843	NM_001162951.1;NM_001162952.1;NM_001162953.1;NM_032379.3;NM_032943.3;NM_206927.2;NM_206928.2;NM_206929.2;NM_206930.2
TAAR2_1_11110	TAAR2	9287	NM_001033080.1;NM_014626.3
TAAR6_1_111	TAAR6	319100	NM_175067.1
TACC3_1_0111	TACC3	10460	NM_006342.2
TADA3_1_10111	TADA3	10474	NM_006354.2;NM_133480.1
TAF10_1_10101	TAF10	6881	NM_006284.3
TAF11_1_01011	TAF11	6882	NM_005643.2
TAF13_1_1101	TAF13	6884	NM_005645.3
TAF1A_1_1010	TAF1A	9015	NM_001201536.1;NM_005681.3;NM_139352.2
TAF1B_1_01111	TAF1B	9014	NM_005680.2
TAF2_1_01010	TAF2	6873	NM_003184.3
TAF3_1_0111	TAF3	83860	NM_031923.2
TAF4_1_11100	TAF4	6874	NM_003185.3
TAF8_1_01111	TAF8	129685	NM_138572.2
TAL1_1_111	TAL1	6886	NM_003189.2
TANK_1_0111	TANK	10010	NM_001199135.1;NM_004180.2;NM_133484.1
TAOK1_1_0110	TAOK1	57551	NM_020791.2;NM_025142.1
TAP2_1_1100	TAP2	6891	NM_000544.3;NM_018833.2
TARBP1_1_11101	TARBP1	6894	NM_005646.3
TARDBP_1_01111	TARDBP	23435	NM_007375.3
TAS1R1_1_01110	TAS1R1	80835	NM_138697.3;NM_177540.2
TAS1R2_1_1011	TAS1R2	80834	NM_152232.2
TAS2R10_1_00111	TAS2R10	50839	NM_023921.1
TAS2R10_2_11000	TAS2R10	50839	NM_023921.1
TAS2R14_1_01011	TAS2R14	50840	NM_023922.1
TAS2R1_1_11011	TAS2R1	50834	NM_019599.2
TAS2R20_1_10100	TAS2R20	259295	NM_176889.2
TAS2R20_2_01011	TAS2R20	259295	NM_176889.2
TAS2R31_1_111111	TAS2R31	259290	NM_176885.2
TAS2R38_1_1011	TAS2R38	5726	NM_176817.4
TAS2R42_1_11101	TAS2R42	353164	NM_181429.1
TAS2R45_1_11001	TAS2R45	259291	NM_176886.1
TAS2R4_1_11011	TAS2R4	50832	NM_016944.1
TAS2R50_1_1101101	TAS2R50	259296	NM_176890.2
TAS2R5_1_00110	TAS2R5	54429	NM_018980.2
TAS2R60_1_00110	TAS2R60	338398	NM_177437.1
TAS2R60_2_11001	TAS2R60	338398	NM_177437.1
TAS2R9_1_11010	TAS2R9	50835	NM_023917.2
TASP1_1_00111	TASP1	55617	NM_017714.2
TATDN2_1_00111	TATDN2	9797	NM_014760.3
TBC1D25_1_11111	TBC1D25	4943	NM_002536.2
TBC1D2B_1_11001	TBC1D2B	23102	NM_015079.5;NM_144572.1
TBC1D8B_1_11011	TBC1D8B	54885	NM_017752.2;NM_198881.1
TBC1D8_1_11111	TBC1D8	11138	NM_001102426.1
TBC1D9B_1_1011	TBC1D9B	23061	NM_015043.3;NM_198868.2
TBL1XR1_1_11110	TBL1XR1	79718	NM_024665.4
TBL3_1_11111	TBL3	10607	NM_006453.2
TBP_1_1011	TBP	6908	NM_001172085.1;NM_003194.4
TBX21_1_11000	TBX21	30009	NM_013351.1
TBX3_1_01101	TBX3	6926	NM_005996.3;NM_016569.3
TBX4_1_11111	TBX4	9496	NM_018488.2
TBX5_1_11111	TBX5	6910	NM_000192.3;NM_080717.2;NM_181486.1;NM_080718.1;NM_080718.1;NM_080718.1
TCEA1_1_1100	TCEA1	6917	NM_006756.2;NM_201437.1
TCEA3_1_0101	TCEA3	6920	NM_003196.1
TCEAL1_1_111	TCEAL1	9338	NM_001006639.1;NM_001006640.1;NM_004780.2
TCEB1_1_011101	TCEB1	6921	NM_001204857.1;NM_001204858.1;NM_001204859.1;NM_001204860.1;NM_001204861.1;NM_001204862.1;NM_001204863.1;NM_001204864.1;NM_005648.3
TCEB1_2_100010	TCEB1	6921	NM_001204857.1;NM_001204858.1;NM_001204859.1;NM_001204860.1;NM_001204861.1;NM_001204862.1;NM_001204863.1;NM_001204864.1;NM_005648.3
TCEB2_1_101	TCEB2	6923	NM_007108.3;NM_207013.2
TCEB3CL_1_01111	TCEB3CL	728929	NM_001100817.1
TCEB3C_1_01111	TCEB3C	162699	NM_145653.3
TCERG1L_1_11011	TCERG1L	256536	NM_174937.3
TCF19_1_1111	TCF19	6941	NM_001077511.1;NM_007109.2
TCF20_1_10111	TCF20	6942	NM_005650.1;NM_181492.1
TCF3_1_1011	TCF3	6929	NM_001136139.2;NM_003200.3
TCF4_1_110000	TCF4	6925	NM_001243226.1
TCF4_2_001110	TCF4	6925	NM_001083962.1;NM_001243226.1;NM_001243227.1;NM_001243228.1;NM_001243230.1;NM_001243231.1;NM_001243232.1;NM_001243233.1;NM_001243234.1;NM_001243235.1;NM_001243236.1;NM_003199.2
TCF7_1_11111	TCF7	6932	NM_001134851.2;NM_003202.3;NM_201632.3;NM_201634.3;NM_213648.3;NR_033449.1
TCL1A_1_1110	TCL1A	8115	NM_001098725.1;NM_021966.2
TCN2_1_11101	TCN2	6948	NM_000355.3;NM_001184726.1
TCOF1_1_11110	TCOF1	6949	NM_000356.3;NM_001008657.2;NM_001135243.1;NM_001135244.1;NM_001135245.1;NM_001195141.1
TCTN1_1_11	TCTN1	79600	NM_024549.5
TDRD9_1_0011	TDRD9	122402	NM_153046.2
TEAD1_1_11111	TEAD1	7003	NM_021961.5
TEAD2_1_01001	TEAD2	8463	NM_001256658.1;NM_001256659.1;NM_001256660.1;NM_001256661.1;NM_001256662.1;NM_003598.1
TEAD3_1_11111	TEAD3	7005	NM_003214.3
