Driver	Target	wilcox.p	Histotype	PMID
CDKN2A_1029_ENSG00000147889	CSNK1E_ENSG00000213923	0.024242424	OESOPHAGUS	
SMARCA4_6597_ENSG00000127616	TWF2_ENSG00000247596	0.024242424	OESOPHAGUS	
SMARCA4_6597_ENSG00000127616	SPHK1_ENSG00000176170	0.024242424	OESOPHAGUS	
PTEN_5728_ENSG00000171862	DGKQ_ENSG00000145214	0.002854241	BREAST	
ERBB2_2064_ENSG00000141736	ADCK5_ENSG00000261694	0.001651187	BREAST	
PTEN_5728_ENSG00000171862	IKBKG_ENSG00000073009	0.001651187	BREAST	
RB1_5925_ENSG00000139687	MAP3K4_ENSG00000085511	0.020801691	OSTEOSARCOMA	
RB1_5925_ENSG00000139687	PACSIN1_ENSG00000124507	0.018181818	OSTEOSARCOMA	
EGFR_1956_ENSG00000146648	RPS6KA1_ENSG00000117676	0.017181168	LUNG	
ARID1A_8289_ENSG00000117713	C9orf96_ENSG00000260489	0.025974026	OVARY	
ARID1A_8289_ENSG00000117713	PRKAB1_ENSG00000111725	0.025974026	OVARY	
ARID1A_8289_ENSG00000117713	FGR_ENSG00000000938	0.025974026	OVARY	
CCND1_595_ENSG00000110092	LMTK2_ENSG00000164715	0.025974026	OESOPHAGUS	
ARID1A_8289_ENSG00000117713	UCK2_ENSG00000143179	0.025974026	OVARY	
ARID1A_8289_ENSG00000117713	ADCK4_ENSG00000123815	0.025974026	OVARY	
PIK3CA_5290_ENSG00000121879	AURKB_ENSG00000178999	0.013986014	LUNG	
PIK3CA_5290_ENSG00000121879	CDKN2D_ENSG00000129355	0.013986014	LUNG	
NOTCH2_4853_ENSG00000134250	MST1R_ENSG00000164078	0.020562771	OSTEOSARCOMA	
NOTCH2_4853_ENSG00000134250	TLK1_ENSG00000198586	0.020562771	OSTEOSARCOMA	
SMARCA4_6597_ENSG00000127616	DYRK1A_ENSG00000157540	0.018491009	LUNG	
SMARCA4_6597_ENSG00000127616	PSKH2_ENSG00000147613	0.016783217	LUNG	
ARID1A_8289_ENSG00000117713	PCK1_ENSG00000124253	0.004057155	BREAST	
GNAS_2778_ENSG00000087460	CDKL1_ENSG00000100490	0.004057155	BREAST	
KRAS_3845_ENSG00000133703	TAOK1_ENSG00000160551	0.01025641	LUNG	
KRAS_3845_ENSG00000133703	GTF2H1_ENSG00000110768	0.01025641	LUNG	
KRAS_3845_ENSG00000133703	TAF1_ENSG00000147133	0.01025641	LUNG	
KRAS_3845_ENSG00000133703	RIOK2_ENSG00000058729	0.01025641	LUNG	
CCND1_595_ENSG00000110092	NRBP1_ENSG00000115216	0.003921569	BREAST	
CDKN2A_1029_ENSG00000147889	MPP2_ENSG00000108852	0.008791209	LUNG	
CCND1_595_ENSG00000110092	PRKY_ENSG00000099725	0.025197169	OSTEOSARCOMA	
CDKN2A_1029_ENSG00000147889	ERBB2_ENSG00000141736	0.025197169	OSTEOSARCOMA	
CCND1_595_ENSG00000110092	INSR_ENSG00000171105	0.025197169	OSTEOSARCOMA	
CDKN2A_1029_ENSG00000147889	PRKAG3_ENSG00000115592	0.024242424	OSTEOSARCOMA	
CDKN2A_1029_ENSG00000147889	AURKA_ENSG00000087586	0.024242424	OSTEOSARCOMA	
CDKN2A_1029_ENSG00000147889	PGK1_ENSG00000102144	0.024242424	OSTEOSARCOMA	
CDKN2A_1029_ENSG00000147889	PRKCD_ENSG00000163932	0.024242424	OSTEOSARCOMA	
CCND1_595_ENSG00000110092	ERBB3_ENSG00000065361	0.024242424	OSTEOSARCOMA	
CDKN2A_1029_ENSG00000147889	DGKQ_ENSG00000145214	0.024242424	OSTEOSARCOMA	
CCND1_595_ENSG00000110092	PTK7_ENSG00000112655	0.024242424	OSTEOSARCOMA	
CDKN2A_1029_ENSG00000147889	GUCY2D_ENSG00000132518	0.024242424	OSTEOSARCOMA	
CCND1_595_ENSG00000110092	PGK1_ENSG00000102144	0.024242424	OSTEOSARCOMA	
CDKN2A_1029_ENSG00000147889	MTOR_ENSG00000198793	0.024242424	OSTEOSARCOMA	
CDKN2A_1029_ENSG00000147889	SCYL3_ENSG00000000457	0.024242424	OSTEOSARCOMA	
CDKN2A_1029_ENSG00000147889	RFK_ENSG00000135002	0.024242424	OSTEOSARCOMA	
CCND1_595_ENSG00000110092	PRKAG3_ENSG00000115592	0.024242424	OSTEOSARCOMA	
CCND1_595_ENSG00000110092	ITPKA_ENSG00000137825	0.024242424	OSTEOSARCOMA	
CCND1_595_ENSG00000110092	SPEG_ENSG00000072195	0.024242424	OSTEOSARCOMA	
ARID1A_8289_ENSG00000117713	JAK2_ENSG00000096968	0.033632038	OVARY	
TP53_7157_ENSG00000141510	MAP3K4_ENSG00000085511	0.055555556	OVARY	
TP53_7157_ENSG00000141510	ZAP70_ENSG00000115085	0.055555556	OVARY	
TP53_7157_ENSG00000141510	ULK4_ENSG00000168038	0.055555556	OVARY	
TP53_7157_ENSG00000141510	CAMK1D_ENSG00000183049	0.055555556	OVARY	
NOTCH2_4853_ENSG00000134250	PIK3CA_ENSG00000121879	0.027120559	OSTEOSARCOMA	
KRAS_3845_ENSG00000133703	HK2_ENSG00000159399	0.013875496	LUNG	
GNAS_2778_ENSG00000087460	FUK_ENSG00000157353	0.002005013	BREAST	
PTEN_5728_ENSG00000171862	TTK_ENSG00000112742	0.006197189	BREAST	
CDKN2A_1029_ENSG00000147889	PIK3CB_ENSG00000051382	0.035975699	OVARY	
ERBB2_2064_ENSG00000141736	MVK_ENSG00000110921	0.036363636	OESOPHAGUS	
STK11_6794_ENSG00000118046	PIK3CG_ENSG00000105851	0.036363636	OVARY	
CDKN2A_1029_ENSG00000147889	BMP2K_ENSG00000138756	0.036363636	OVARY	
ERBB2_2064_ENSG00000141736	ROR2_ENSG00000169071	0.036363636	OESOPHAGUS	
ERBB2_2064_ENSG00000141736	TRPM7_ENSG00000092439	0.036363636	OESOPHAGUS	
STK11_6794_ENSG00000118046	AURKB_ENSG00000178999	0.036363636	OVARY	
MYC_4609_ENSG00000136997	GUCY2D_ENSG00000132518	0.036363636	OESOPHAGUS	
CDKN2A_1029_ENSG00000147889	MAPK4_ENSG00000141639	0.036363636	OVARY	
ERBB2_2064_ENSG00000141736	NEK2_ENSG00000117650	0.036363636	OESOPHAGUS	
ERBB2_2064_ENSG00000141736	CDK5R1_ENSG00000176749	0.036363636	OESOPHAGUS	
STK11_6794_ENSG00000118046	CDK18_ENSG00000117266	0.036363636	OVARY	
ERBB2_2064_ENSG00000141736	RIOK2_ENSG00000058729	0.036363636	OESOPHAGUS	
ERBB2_2064_ENSG00000141736	GALK2_ENSG00000156958	0.036363636	OESOPHAGUS	
STK11_6794_ENSG00000118046	CDC42BPA_ENSG00000143776	0.036363636	OVARY	
STK11_6794_ENSG00000118046	ZAP70_ENSG00000115085	0.036363636	OVARY	
ERBB2_2064_ENSG00000141736	TNK1_ENSG00000174292	0.036363636	OESOPHAGUS	
TP53_7157_ENSG00000141510	BMPR1A_ENSG00000107779	0.036363636	BREAST	
ERBB2_2064_ENSG00000141736	PRKAR2B_ENSG00000005249	0.036363636	OESOPHAGUS	
ERBB2_2064_ENSG00000141736	RFK_ENSG00000135002	0.036363636	OESOPHAGUS	
CDKN2A_1029_ENSG00000147889	MAP3K7_ENSG00000135341	0.036363636	OVARY	
ERBB2_2064_ENSG00000141736	MAP3K1_ENSG00000095015	0.036363636	OESOPHAGUS	
ERBB2_2064_ENSG00000141736	NEK4_ENSG00000114904	0.036363636	OESOPHAGUS	
CDKN2A_1029_ENSG00000147889	STK3_ENSG00000104375	0.036363636	OVARY	
CDKN2A_1029_ENSG00000147889	PCK1_ENSG00000124253	0.036363636	OVARY	
PIK3CA_5290_ENSG00000121879	CDK1_ENSG00000170312	0.047619048	OVARY	
PIK3CA_5290_ENSG00000121879	C8orf44.SGK3_ENSG00000270024	0.047619048	OVARY	
PIK3CA_5290_ENSG00000121879	TYRO3_ENSG00000092445	0.047619048	OVARY	
PIK3CA_5290_ENSG00000121879	PRKAG3_ENSG00000115592	0.047619048	OVARY	
PIK3CA_5290_ENSG00000121879	CDK11A_ENSG00000008128	0.047619048	OVARY	
PIK3CA_5290_ENSG00000121879	NRK_ENSG00000123572	0.047619048	OVARY	
PIK3CA_5290_ENSG00000121879	PACSIN1_ENSG00000124507	0.047619048	OVARY	
CCND1_595_ENSG00000110092	GAK_ENSG00000178950	0.003869969	BREAST	
CCND1_595_ENSG00000110092	NME3_ENSG00000103024	0.003869969	BREAST	
CCND1_595_ENSG00000110092	ADCK4_ENSG00000123815	0.030635698	OSTEOSARCOMA	
STK11_6794_ENSG00000118046	PDK4_ENSG00000004799	0.013986014	LUNG	
STK11_6794_ENSG00000118046	CTB.89H12.4_ENSG00000230551	0.013986014	LUNG	
STK11_6794_ENSG00000118046	NAGK_ENSG00000124357	0.013986014	LUNG	
KRAS_3845_ENSG00000133703	BMP2K_ENSG00000138756	0.014452214	LUNG	
KRAS_3845_ENSG00000133703	ADCK4_ENSG00000123815	0.014452214	LUNG	
KRAS_3845_ENSG00000133703	HUNK_ENSG00000142149	0.014452214	LUNG	
PTEN_5728_ENSG00000171862	PRKD2_ENSG00000105287	0.005877935	BREAST	
PTEN_5728_ENSG00000171862	TRPM7_ENSG00000092439	0.005925608	BREAST	
PTEN_5728_ENSG00000171862	NEK7_ENSG00000151414	0.005925608	BREAST	
PIK3CA_5290_ENSG00000121879	PLK1_ENSG00000166851	0.024475524	LUNG	
EGFR_1956_ENSG00000146648	MARK2_ENSG00000072518	0.024475524	LUNG	
PIK3CA_5290_ENSG00000121879	CAMK1D_ENSG00000183049	0.024475524	LUNG	
PIK3CA_5290_ENSG00000121879	CDKL2_ENSG00000138769	0.024475524	LUNG	
RB1_5925_ENSG00000139687	NEK4_ENSG00000114904	0.031818182	OSTEOSARCOMA	
RB1_5925_ENSG00000139687	NEK7_ENSG00000151414	0.031818182	OSTEOSARCOMA	
RB1_5925_ENSG00000139687	DGCR14_ENSG00000100056	0.031818182	OSTEOSARCOMA	
SMARCA4_6597_ENSG00000127616	TNK2_ENSG00000061938	0.040667154	OESOPHAGUS	
ERBB2_2064_ENSG00000141736	SPHK2_ENSG00000063176	0.005074421	BREAST	
SMARCA4_6597_ENSG00000127616	IRAK3_ENSG00000090376	0.041016323	OESOPHAGUS	
CDKN2A_1029_ENSG00000147889	MST1R_ENSG00000164078	0.042424242	OESOPHAGUS	
SMARCA4_6597_ENSG00000127616	PIK3R5_ENSG00000141506	0.042424242	OESOPHAGUS	
SMARCA4_6597_ENSG00000127616	AKT2_ENSG00000105221	0.042424242	OESOPHAGUS	
CDKN2A_1029_ENSG00000147889	HIPK3_ENSG00000110422	0.042424242	OESOPHAGUS	
CDKN2A_1029_ENSG00000147889	KDR_ENSG00000128052	0.042424242	OESOPHAGUS	
SMARCA4_6597_ENSG00000127616	MVK_ENSG00000110921	0.026713912	LUNG	
NOTCH2_4853_ENSG00000134250	RELA_ENSG00000173039	0.032467532	OSTEOSARCOMA	
NOTCH2_4853_ENSG00000134250	DGCR14_ENSG00000100056	0.032467532	OSTEOSARCOMA	
NOTCH2_4853_ENSG00000134250	SRC_ENSG00000197122	0.032467532	OSTEOSARCOMA	
NOTCH2_4853_ENSG00000134250	TWF2_ENSG00000247596	0.032467532	OSTEOSARCOMA	
NOTCH2_4853_ENSG00000134250	CKMT2_ENSG00000131730	0.032467532	OSTEOSARCOMA	
NOTCH2_4853_ENSG00000134250	TRIB3_ENSG00000101255	0.032467532	OSTEOSARCOMA	
CCND1_595_ENSG00000110092	GUK1_ENSG00000143774	0.041069281	OESOPHAGUS	
CCND1_595_ENSG00000110092	CHKA_ENSG00000110721	0.041069281	OESOPHAGUS	
CDKN2A_1029_ENSG00000147889	CDKL1_ENSG00000100490	0.015384615	LUNG	
CDKN2A_1029_ENSG00000147889	PRKCE_ENSG00000171132	0.015384615	LUNG	
CDKN2A_1029_ENSG00000147889	TNK1_ENSG00000174292	0.015384615	LUNG	
ARID1A_8289_ENSG00000117713	PACSIN1_ENSG00000124507	0.041125541	OVARY	
PIK3CA_5290_ENSG00000121879	CAMK2A_ENSG00000070808	0.041125541	OESOPHAGUS	
CCND1_595_ENSG00000110092	FASTK_ENSG00000164896	0.041125541	OESOPHAGUS	
CCND1_595_ENSG00000110092	PDK3_ENSG00000067992	0.041125541	OESOPHAGUS	
CCND1_595_ENSG00000110092	CDKL4_ENSG00000205111	0.041125541	OESOPHAGUS	
CCND1_595_ENSG00000110092	ERN1_ENSG00000178607	0.041125541	OESOPHAGUS	
ARID1A_8289_ENSG00000117713	FES_ENSG00000182511	0.041125541	OVARY	
MYC_4609_ENSG00000136997	GNE_ENSG00000159921	0.006996297	BREAST	
GNAS_2778_ENSG00000087460	DCK_ENSG00000156136	0.006061277	BREAST	
CCND1_595_ENSG00000110092	TNK2_ENSG00000061938	0.005353457	BREAST	
TP53_7157_ENSG00000141510	PIK3C2A_ENSG00000011405	0.058333333	OSTEOSARCOMA	
TP53_7157_ENSG00000141510	NEK7_ENSG00000151414	0.058333333	OSTEOSARCOMA	
PTEN_5728_ENSG00000171862	VRK1_ENSG00000100749	0.007465792	BREAST	
CDKN2A_1029_ENSG00000147889	STK11_ENSG00000118046	0.005856553	BREAST	
CDKN2A_1029_ENSG00000147889	FN3KRP_ENSG00000141560	0.006336728	BREAST	
TP53_7157_ENSG00000141510	STK33_ENSG00000130413	0.069991262	OVARY	
CDKN2A_1029_ENSG00000147889	PIP5K1A_ENSG00000143398	0.037012222	OSTEOSARCOMA	
CDKN2A_1029_ENSG00000147889	ETNK2_ENSG00000143845	0.037012222	OSTEOSARCOMA	
CDKN2A_1029_ENSG00000147889	CAMK2N1_ENSG00000162545	0.037012222	OSTEOSARCOMA	
CCND1_595_ENSG00000110092	MAP4K2_ENSG00000168067	0.036363636	OSTEOSARCOMA	
CCND1_595_ENSG00000110092	RIOK2_ENSG00000058729	0.036363636	OSTEOSARCOMA	
CDKN2A_1029_ENSG00000147889	MAPK1_ENSG00000100030	0.036363636	OSTEOSARCOMA	
CDKN2A_1029_ENSG00000147889	PFKL_ENSG00000141959	0.036363636	OSTEOSARCOMA	
CDKN2A_1029_ENSG00000147889	AKT1_ENSG00000142208	0.036363636	OSTEOSARCOMA	
CCND1_595_ENSG00000110092	LTK_ENSG00000062524	0.036363636	OSTEOSARCOMA	
CCND1_595_ENSG00000110092	ROS1_ENSG00000047936	0.036363636	OSTEOSARCOMA	
CDKN2A_1029_ENSG00000147889	MAP3K19_ENSG00000176601	0.036363636	OSTEOSARCOMA	
CDKN2A_1029_ENSG00000147889	NEK3_ENSG00000136098	0.036363636	OSTEOSARCOMA	
GNAS_2778_ENSG00000087460	SPHK1_ENSG00000176170	0.006859045	BREAST	
GNAS_2778_ENSG00000087460	CDK17_ENSG00000059758	0.006874388	BREAST	
MYC_4609_ENSG00000136997	MAP3K4_ENSG00000085511	0.01978022	LUNG	
MYC_4609_ENSG00000136997	SBK1_ENSG00000188322	0.01978022	LUNG	
PTEN_5728_ENSG00000171862	CTB.89H12.4_ENSG00000230551	0.008366504	BREAST	
PTEN_5728_ENSG00000171862	AURKB_ENSG00000178999	0.008366504	BREAST	
ERBB2_2064_ENSG00000141736	PIP5K1A_ENSG00000143398	0.00549167	BREAST	
KRAS_3845_ENSG00000133703	PAK1_ENSG00000149269	0.02004662	LUNG	
KRAS_3845_ENSG00000133703	AKT3_ENSG00000117020	0.02004662	LUNG	
STK11_6794_ENSG00000118046	GNE_ENSG00000159921	0.01998002	LUNG	
CCND1_595_ENSG00000110092	HIPK1_ENSG00000163349	0.009195767	BREAST	
ERBB2_2064_ENSG00000141736	FRK_ENSG00000111816	0.007288442	BREAST	
CCND1_595_ENSG00000110092	MAST1_ENSG00000105613	0.049787767	OESOPHAGUS	
KRAS_3845_ENSG00000133703	EFNB3_ENSG00000108947	0.024469275	LUNG	
CCND1_595_ENSG00000110092	PAK4_ENSG00000130669	0.01031055	BREAST	
CDKN2A_1029_ENSG00000147889	CDADC1_ENSG00000102543	0.024175824	LUNG	
CDKN2A_1029_ENSG00000147889	CALM3_ENSG00000160014	0.024175824	LUNG	
ERBB2_2064_ENSG00000141736	CDKL5_ENSG00000008086	0.007150229	BREAST	
CDKN2A_1029_ENSG00000147889	TPK1_ENSG00000196511	0.053697586	OVARY	
ERBB2_2064_ENSG00000141736	PRKAR1A_ENSG00000108946	0.053697586	OESOPHAGUS	
CDKN2A_1029_ENSG00000147889	TNK2_ENSG00000061938	0.044434643	OSTEOSARCOMA	
CCND1_595_ENSG00000110092	PANK4_ENSG00000157881	0.044434643	OSTEOSARCOMA	
CDKN2A_1029_ENSG00000147889	GSK3A_ENSG00000105723	0.054545455	OVARY	
ERBB2_2064_ENSG00000141736	INSRR_ENSG00000027644	0.054545455	OESOPHAGUS	
MYC_4609_ENSG00000136997	PKIB_ENSG00000135549	0.054545455	OESOPHAGUS	
CDKN2A_1029_ENSG00000147889	CDK5_ENSG00000164885	0.054545455	OVARY	
STK11_6794_ENSG00000118046	BUB1_ENSG00000169679	0.054545455	OVARY	
ERBB2_2064_ENSG00000141736	CTB.89H12.4_ENSG00000230551	0.054545455	OESOPHAGUS	
TP53_7157_ENSG00000141510	ROS1_ENSG00000047936	0.054545455	LUNG	
ERBB2_2064_ENSG00000141736	AURKB_ENSG00000178999	0.054545455	OESOPHAGUS	
STK11_6794_ENSG00000118046	NRBP2_ENSG00000260533	0.054545455	OVARY	
CDKN2A_1029_ENSG00000147889	NME6_ENSG00000172113	0.054545455	OVARY	
TP53_7157_ENSG00000141510	PIK3R5_ENSG00000141506	0.054545455	LUNG	
ERBB2_2064_ENSG00000141736	CDK6_ENSG00000105810	0.054545455	OESOPHAGUS	
STK11_6794_ENSG00000118046	C8orf44.SGK3_ENSG00000270024	0.054545455	OVARY	
CDKN2A_1029_ENSG00000147889	MUSK_ENSG00000030304	0.054545455	OVARY	
TP53_7157_ENSG00000141510	TWF1_ENSG00000151239	0.054545455	LUNG	
TP53_7157_ENSG00000141510	AATK_ENSG00000181409	0.054545455	LUNG	
ERBB2_2064_ENSG00000141736	MAP4K2_ENSG00000168067	0.054545455	OESOPHAGUS	
TP53_7157_ENSG00000141510	FUK_ENSG00000157353	0.054545455	LUNG	
CDKN2A_1029_ENSG00000147889	PFKFB1_ENSG00000158571	0.054545455	OVARY	
ERBB2_2064_ENSG00000141736	RP11.78H18.2_ENSG00000229817	0.054545455	OESOPHAGUS	
ERBB2_2064_ENSG00000141736	PFKP_ENSG00000067057	0.054545455	OESOPHAGUS	
EGFR_1956_ENSG00000146648	LTK_ENSG00000062524	0.038461538	LUNG	
PIK3CA_5290_ENSG00000121879	CDKL5_ENSG00000008086	0.038461538	LUNG	
PIK3CA_5290_ENSG00000121879	CDKL4_ENSG00000205111	0.038461538	LUNG	
EGFR_1956_ENSG00000146648	TWF2_ENSG00000247596	0.038461538	LUNG	
SMARCA4_6597_ENSG00000127616	PINK1_ENSG00000158828	0.037762238	LUNG	
NOTCH2_4853_ENSG00000134250	PFKFB3_ENSG00000170525	0.046062552	OSTEOSARCOMA	
NOTCH2_4853_ENSG00000134250	YES1_ENSG00000176105	0.046536797	OSTEOSARCOMA	
NOTCH2_4853_ENSG00000134250	PRKACA_ENSG00000072062	0.046536797	OSTEOSARCOMA	
NOTCH2_4853_ENSG00000134250	SPHK1_ENSG00000176170	0.046536797	OSTEOSARCOMA	
KRAS_3845_ENSG00000133703	RPS6KA5_ENSG00000100784	0.027988725	LUNG	
KRAS_3845_ENSG00000133703	PLK4_ENSG00000142731	0.027988725	LUNG	
STK11_6794_ENSG00000118046	CDKL1_ENSG00000100490	0.027639028	LUNG	
PIK3CA_5290_ENSG00000121879	TNK1_ENSG00000174292	0.075396825	OVARY	
PIK3CA_5290_ENSG00000121879	STRADB_ENSG00000082146	0.075396825	OVARY	
PIK3CA_5290_ENSG00000121879	PKM_ENSG00000067225	0.059923079	OESOPHAGUS	
TP53_7157_ENSG00000141510	ROR2_ENSG00000169071	0.095238095	OVARY	
ARID1A_8289_ENSG00000117713	ACVR2A_ENSG00000121989	0.062770563	OVARY	
CCND1_595_ENSG00000110092	PMVK_ENSG00000163344	0.062770563	OESOPHAGUS	
ARID1A_8289_ENSG00000117713	STK38_ENSG00000112079	0.062770563	OVARY	
CCND1_595_ENSG00000110092	NLK_ENSG00000087095	0.062770563	OESOPHAGUS	
CCND1_595_ENSG00000110092	IPPK_ENSG00000127080	0.062770563	OESOPHAGUS	
ARID1A_8289_ENSG00000117713	DCK_ENSG00000156136	0.062770563	OVARY	
PIK3CA_5290_ENSG00000121879	ULK3_ENSG00000140474	0.062770563	OESOPHAGUS	
PIK3CA_5290_ENSG00000121879	KDR_ENSG00000128052	0.062770563	OESOPHAGUS	
PIK3CA_5290_ENSG00000121879	NEK9_ENSG00000119638	0.062770563	OESOPHAGUS	
CCND1_595_ENSG00000110092	PAK3_ENSG00000077264	0.062770563	OESOPHAGUS	
PIK3CA_5290_ENSG00000121879	FASTK_ENSG00000164896	0.062770563	OESOPHAGUS	
SMARCA4_6597_ENSG00000127616	PRKAB1_ENSG00000111725	0.062462887	OESOPHAGUS	
SMARCA4_6597_ENSG00000127616	NEK11_ENSG00000114670	0.066666667	OESOPHAGUS	
SMARCA4_6597_ENSG00000127616	MAP4K5_ENSG00000012983	0.066666667	OESOPHAGUS	
CDKN2A_1029_ENSG00000147889	WNK4_ENSG00000126562	0.066666667	OESOPHAGUS	
CDKN2A_1029_ENSG00000147889	ZAP70_ENSG00000115085	0.066666667	OESOPHAGUS	
CDKN2A_1029_ENSG00000147889	MAP3K19_ENSG00000176601	0.066666667	OESOPHAGUS	
SMARCA4_6597_ENSG00000127616	CDK10_ENSG00000185324	0.066666667	OESOPHAGUS	
CDKN2A_1029_ENSG00000147889	ADRBK1_ENSG00000173020	0.066666667	OESOPHAGUS	
CDKN2A_1029_ENSG00000147889	PAK3_ENSG00000077264	0.066666667	OESOPHAGUS	
CDKN2A_1029_ENSG00000147889	SCYL3_ENSG00000000457	0.066666667	OESOPHAGUS	
SMARCA4_6597_ENSG00000127616	CDK14_ENSG00000058091	0.066666667	OESOPHAGUS	
SMARCA4_6597_ENSG00000127616	ILK_ENSG00000166333	0.066666667	OESOPHAGUS	
SMARCA4_6597_ENSG00000127616	NEK1_ENSG00000137601	0.066666667	OESOPHAGUS	
SMARCA4_6597_ENSG00000127616	CALM2_ENSG00000143933	0.066666667	OESOPHAGUS	
CCND1_595_ENSG00000110092	CDKN2D_ENSG00000129355	0.05301225	OSTEOSARCOMA	
CCND1_595_ENSG00000110092	CAMK2G_ENSG00000148660	0.05301225	OSTEOSARCOMA	
TP53_7157_ENSG00000141510	CDC42BPA_ENSG00000143776	0.054545455	BREAST	
CCND1_595_ENSG00000110092	CDK17_ENSG00000059758	0.054545455	OSTEOSARCOMA	
CCND1_595_ENSG00000110092	PRKCD_ENSG00000163932	0.054545455	OSTEOSARCOMA	
TP53_7157_ENSG00000141510	STK17A_ENSG00000164543	0.054545455	BREAST	
CDKN2A_1029_ENSG00000147889	PKIB_ENSG00000135549	0.054545455	OSTEOSARCOMA	
CCND1_595_ENSG00000110092	IPPK_ENSG00000127080	0.054545455	OSTEOSARCOMA	
CDKN2A_1029_ENSG00000147889	CAMKV_ENSG00000164076	0.054545455	OSTEOSARCOMA	
TP53_7157_ENSG00000141510	MYLK2_ENSG00000101306	0.054545455	BREAST	
CCND1_595_ENSG00000110092	SMG1_ENSG00000157106	0.054545455	OSTEOSARCOMA	
CDKN2A_1029_ENSG00000147889	AKT3_ENSG00000117020	0.054545455	OSTEOSARCOMA	
CDKN2A_1029_ENSG00000147889	CKMT1B_ENSG00000237289	0.054545455	OSTEOSARCOMA	
CDKN2A_1029_ENSG00000147889	ETNK1_ENSG00000139163	0.054545455	OSTEOSARCOMA	
CCND1_595_ENSG00000110092	IKBKE_ENSG00000143466	0.054545455	OSTEOSARCOMA	
CDKN2A_1029_ENSG00000147889	BTK_ENSG00000010671	0.054545455	OSTEOSARCOMA	
CCND1_595_ENSG00000110092	CDK16_ENSG00000102225	0.054545455	OSTEOSARCOMA	
TP53_7157_ENSG00000141510	CIB2_ENSG00000136425	0.054545455	BREAST	
CDKN2A_1029_ENSG00000147889	RIOK1_ENSG00000124784	0.054545455	OSTEOSARCOMA	
CCND1_595_ENSG00000110092	CIB2_ENSG00000136425	0.054545455	OSTEOSARCOMA	
TP53_7157_ENSG00000141510	NEK11_ENSG00000114670	0.054545455	BREAST	
TP53_7157_ENSG00000141510	PNKP_ENSG00000039650	0.054545455	BREAST	
CCND1_595_ENSG00000110092	CDKN1C_ENSG00000129757	0.054545455	OSTEOSARCOMA	
PTEN_5728_ENSG00000171862	PLK3_ENSG00000173846	0.014389328	BREAST	
PTEN_5728_ENSG00000171862	STRADA_ENSG00000266173	0.014389328	BREAST	
CCND1_595_ENSG00000110092	MTOR_ENSG00000198793	0.012706398	BREAST	
TP53_7157_ENSG00000141510	RPS6KA1_ENSG00000117676	0.064847504	LUNG	
CDKN2A_1029_ENSG00000147889	EPHB3_ENSG00000182580	0.064847504	OVARY	
CDKN2A_1029_ENSG00000147889	CDK10_ENSG00000185324	0.011665192	BREAST	
CCND1_595_ENSG00000110092	PIK3CD_ENSG00000171608	0.018454943	BREAST	
CDKN2A_1029_ENSG00000147889	PRKAR1B_ENSG00000188191	0.035164835	LUNG	
KRAS_3845_ENSG00000133703	CSF1R_ENSG00000182578	0.036296574	LUNG	
KRAS_3845_ENSG00000133703	DGUOK_ENSG00000114956	0.036052836	LUNG	
KRAS_3845_ENSG00000133703	KSR1_ENSG00000141068	0.036052836	LUNG	
TP53_7157_ENSG00000141510	PLK4_ENSG00000142731	0.091666667	OSTEOSARCOMA	
PTEN_5728_ENSG00000171862	CDK11A_ENSG00000008128	0.01627967	BREAST	
ERBB2_2064_ENSG00000141736	MVK_ENSG00000110921	0.01627967	BREAST	
CCND1_595_ENSG00000110092	COASY_ENSG00000068120	0.071607306	OESOPHAGUS	
ARID1A_8289_ENSG00000117713	PKIB_ENSG00000135549	0.071607306	OVARY	
CCND1_595_ENSG00000110092	EPHB6_ENSG00000260195	0.017915475	BREAST	
STK11_6794_ENSG00000118046	MAP2K7_ENSG00000076984	0.037629038	LUNG	
GNAS_2778_ENSG00000087460	MERTK_ENSG00000153208	0.015770039	BREAST	
CCND1_595_ENSG00000110092	ADCK2_ENSG00000133597	0.016382869	BREAST	
SMARCA4_6597_ENSG00000127616	CAMK1_ENSG00000134072	0.053146853	LUNG	
SMARCA4_6597_ENSG00000127616	PI4KA_ENSG00000241973	0.053146853	LUNG	
MYC_4609_ENSG00000136997	EPHA4_ENSG00000116106	0.038856556	LUNG	
EGFR_1956_ENSG00000146648	PFKFB4_ENSG00000114268	0.053917217	LUNG	
PIK3CA_5290_ENSG00000121879	CDK17_ENSG00000059758	0.055944056	LUNG	
PIK3CA_5290_ENSG00000121879	DYRK4_ENSG00000010219	0.055944056	LUNG	
CDKN2A_1029_ENSG00000147889	IPPK_ENSG00000127080	0.016086137	BREAST	
CCND1_595_ENSG00000110092	MAPKAPK3_ENSG00000114738	0.062853394	OSTEOSARCOMA	
CDKN2A_1029_ENSG00000147889	MAP3K1_ENSG00000095015	0.062853394	OSTEOSARCOMA	
CDKN2A_1029_ENSG00000147889	MAP3K2_ENSG00000169967	0.062853394	OSTEOSARCOMA	
CDKN2A_1029_ENSG00000147889	FES_ENSG00000182511	0.062853394	OSTEOSARCOMA	
CDKN2A_1029_ENSG00000147889	CSNK1G1_ENSG00000169118	0.062853394	OSTEOSARCOMA	
NOTCH2_4853_ENSG00000134250	CIT_ENSG00000122966	0.066017316	OSTEOSARCOMA	
